Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
108,James Hardy,SF,22,NOJ,68,1456,10.7,.487,,.207,8.4,12.3,10.4,5.9,1.6,2.1,16.7,14.6,,0.0,1.3,1.3,.043,,-2.6,0.6,-2.0,0.0
109,Joe Hassett,SG,23,SEA,55,463,12.3,.504,,.109,2.9,7.3,5.1,13.5,1.4,0.5,12.6,21.4,,0.3,0.5,0.9,.089,,-2.0,-1.8,-3.8,-0.2
110,Steve Hawes,PF,28,ATL,81,2205,15.0,.523,,.175,9.0,20.5,14.5,11.7,1.7,1.2,15.1,17.2,,2.6,2.8,5.4,.118,,0.6,1.5,2.1,2.3
111,Robert Hawkins,SG,24,DET,4,28,23.8,.483,,.375,10.8,11.5,11.1,19.8,8.0,0.0,9.7,28.1,,0.1,0.1,0.1,.221,,4.0,3.3,7.3,0.1
112,Elvin Hayes*,PF,33,WSB,82,3105,19.1,.523,,.362,10.3,22.0,16.2,6.3,1.1,3.0,12.1,23.9,,4.5,4.9,9.4,.146,,0.7,1.0,1.7,2.9
113,Spencer Haywood*,PF,29,TOT,68,2361,16.8,.533,,.242,7.5,15.3,11.5,8.2,0.8,1.8,13.0,25.1,,2.5,1.8,4.3,.087,,0.0,-1.4,-1.4,0.3
113,Spencer Haywood*,PF,29,NYK,34,1023,15.6,.528,,.287,6.9,14.8,10.8,8.0,0.4,1.5,13.2,25.3,,1.0,0.7,1.6,.077,,-0.7,-2.1,-2.8,-0.2
113,Spencer Haywood*,PF,29,NOJ,34,1338,17.7,.537,,.210,8.0,15.6,11.9,8.4,1.0,1.9,12.9,24.9,,1.5,1.2,2.7,.096,,0.5,-0.9,-0.4,0.6
114,Gar Heard,PF,30,PHO,63,1213,12.6,.479,,.281,9.1,22.8,16.1,5.9,1.9,2.4,12.7,15.0,,0.6,2.0,2.6,.101,,-2.5,1.6,-0.9,0.3
115,Tom Henderson,PG,27,WSB,70,2081,13.9,.519,,.304,2.5,5.4,4.0,24.5,1.9,0.2,16.9,16.1,,2.7,1.8,4.5,.103,,0.4,-0.6,-0.2,0.9
116,Keith Herron,SG,22,ATL,14,81,9.3,.372,,.271,5.1,8.4,6.7,5.2,3.5,1.4,8.5,28.6,,-0.1,0.1,0.0,-0.011,,-5.6,-2.1,-7.7,-0.1
117,Phil Hicks,SF,26,DEN,20,128,6.5,.431,,.116,10.7,12.1,11.4,8.3,1.8,0.0,22.3,17.5,,-0.2,0.1,0.0,-0.014,,-4.4,-1.0,-5.3,-0.1
118,Kenny Higgs,PG,24,CLE,68,1050,12.4,.517,,.398,1.8,9.3,5.3,17.2,2.9,0.6,12.5,14.2,,1.3,0.8,2.2,.098,,-0.8,-0.2,-1.0,0.3
119,Armond Hill,PG,25,ATL,82,2527,11.8,.518,,.422,1.7,5.5,3.5,24.8,1.9,0.4,20.0,15.8,,2.4,1.8,4.2,.080,,-0.4,-1.1,-1.5,0.3
120,Darnell Hillman,PF,29,KCK,78,1618,10.7,.519,,.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,,0.2,2.4,2.6,.077,,-2.3,1.9,-0.4,0.6
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
121,Wilbur Holland,SG,27,CHI,82,2483,13.1,.507,,.187,3.5,7.7,5.6,19.0,2.3,0.3,15.4,19.4,,1.7,2.1,3.8,.074,,-0.4,-0.3,-0.7,0.8
122,Lionel Hollins,PG,25,POR,64,1967,14.0,.496,,.249,1.8,6.7,4.2,23.9,2.7,0.7,18.5,24.2,,0.2,2.1,2.3,.055,,-1.0,-1.1,-2.1,-0.1
123,Essie Hollis,SF,23,DET,25,154,11.8,.430,,.160,13.7,16.7,15.2,5.2,3.2,0.3,14.8,23.3,,-0.1,0.2,0.1,.022,,-3.3,-1.2,-4.6,-0.1
124,Otis Howard,PF,22,TOT,14,113,13.7,.446,,.411,16.5,21.9,19.1,6.0,0.8,0.9,9.6,24.7,,0.0,0.1,0.2,.064,,-2.0,-3.4,-5.5,-0.1
124,Otis Howard,PF,22,MIL,3,22,8.0,.455,,.000,25.1,10.0,17.6,6.0,0.0,0.0,15.4,23.0,,0.0,0.0,0.0,.024,,-0.6,-4.7,-5.2,0.0
124,Otis Howard,PF,22,DET,11,91,15.1,.444,,.511,14.4,24.8,19.4,6.0,1.0,1.1,8.3,25.2,,0.0,0.1,0.1,.074,,-2.4,-3.1,-5.5,-0.1
125,Lou Hudson,SG,34,LAL,78,1686,13.7,.556,,.195,4.4,4.6,4.5,10.8,1.6,0.5,12.5,18.7,,2.3,1.1,3.3,.095,,0.1,-1.6,-1.5,0.2
126,Kim Hughes,C,26,DEN,81,1086,11.7,.530,,.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,,0.1,2.1,2.2,.098,,-2.4,4.6,2.1,1.1
127,Dan Issel*,C,30,DEN,81,2742,18.3,.568,,.407,9.2,18.8,14.0,13.3,1.0,0.9,12.3,19.5,,6.7,3.1,9.8,.172,,2.4,0.4,2.8,3.3
128,Phil Jackson*,PF,33,NJN,59,1070,10.7,.536,,.347,5.6,12.2,8.7,10.7,1.8,1.1,18.3,15.0,,0.6,1.3,1.9,.086,,-2.0,0.6,-1.4,0.2
129,Aaron James,SF,26,NOJ,73,1417,12.7,.526,,.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,,1.0,0.7,1.7,.057,,-1.3,-2.4,-3.7,-0.6
130,Charles Johnson,SG,29,WSB,82,1819,12.0,.458,,.101,4.0,7.3,5.6,12.5,2.4,0.2,9.6,19.1,,0.9,1.9,2.8,.074,,-0.8,0.0,-0.8,0.5
131,Clemon Johnson,C,22,POR,74,794,12.1,.481,,.341,11.5,20.3,15.8,12.8,1.3,2.5,20.7,15.6,,0.1,1.1,1.2,.070,,-2.1,1.1,-1.0,0.2
132,Dennis Johnson*,SG,24,SEA,80,2717,15.0,.495,,.353,5.6,8.8,7.2,14.5,1.7,1.9,13.0,21.3,,2.8,3.8,6.6,.116,,0.1,1.2,1.3,2.3
133,Eddie Johnson,SG,23,ATL,78,2413,16.7,.561,,.297,2.8,4.9,3.8,22.1,2.3,0.3,16.1,21.7,,4.4,1.9,6.3,.126,,2.2,-1.2,1.0,1.8
134,George Johnson,C,30,NJN,78,2058,11.1,.475,,.286,9.9,22.1,15.7,5.5,1.4,6.6,24.7,13.2,,-1.3,3.9,2.6,.061,,-4.2,4.5,0.3,1.2
135,George Johnson,PF,22,MIL,67,1157,14.0,.526,,.342,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,,0.4,2.0,2.5,.102,,-1.7,2.5,0.9,0.8
136,John Johnson,SF,31,SEA,82,2386,11.2,.484,,.305,5.6,12.6,9.1,20.3,1.1,0.6,21.4,19.5,,-0.4,3.0,2.7,.053,,-1.8,0.8,-1.0,0.6
137,Marques Johnson,SF,22,MIL,77,2779,23.9,.586,,.293,8.4,14.9,11.7,12.3,1.9,1.7,9.2,25.9,,9.2,3.0,12.2,.211,,5.1,0.2,5.3,5.1
138,Mickey Johnson,PF,26,CHI,82,2594,15.5,.506,,.298,8.2,18.2,13.2,21.3,1.6,1.2,20.0,24.1,,0.8,2.9,3.7,.069,,-0.3,1.2,0.9,1.9
139,Ollie Johnson,SF,29,CHI,71,1734,12.3,.552,,.204,3.7,10.6,7.2,13.1,1.5,1.0,16.2,16.2,,1.6,1.4,3.1,.085,,-0.9,0.1,-0.9,0.5
140,Bobby Jones,PF,27,PHI,80,2304,16.7,.584,,.393,9.4,14.4,12.0,11.8,2.1,2.2,16.7,16.8,,3.9,3.8,7.7,.160,,1.4,2.4,3.8,3.4
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
141,Caldwell Jones,C,28,PHI,78,2171,13.4,.512,,.254,8.8,26.2,17.9,9.1,0.8,3.8,18.0,15.5,,0.8,4.2,5.0,.111,,-2.4,3.0,0.6,1.4
142,Dwight Jones,C,26,HOU,81,1215,10.9,.505,,.334,10.0,19.2,14.7,5.9,1.3,1.1,18.4,18.0,,0.3,0.9,1.3,.050,,-2.3,-0.7,-2.9,-0.3
143,Eddie Jordan,PG,24,NJN,82,2260,13.8,.470,,.285,3.3,6.8,5.0,23.1,3.9,1.0,18.4,22.0,,-0.9,3.3,2.4,.051,,-1.4,1.0,-0.4,0.9
144,Jeff Judkins,SF,22,BOS,81,1521,14.5,.544,,.249,5.1,8.9,7.0,13.6,2.4,0.4,14.3,19.5,,1.9,1.1,3.0,.095,,0.1,-0.8,-0.7,0.5
145,Rich Kelley,C,25,NOJ,80,2705,19.9,.585,,.526,11.3,25.3,18.5,14.4,2.1,3.0,21.2,19.2,,4.1,4.5,8.6,.152,,1.2,3.3,4.5,4.5
146,Larry Kenon,PF,26,SAS,81,2947,19.8,.547,,.235,9.6,18.2,14.1,15.4,2.3,0.3,15.5,24.9,,4.7,4.1,8.8,.144,,2.5,1.0,3.5,4.1
147,Bernard King*,SF,22,NJN,82,2859,17.9,.542,,.455,8.9,16.0,12.3,16.4,1.8,0.7,16.5,25.6,,2.8,3.6,6.5,.109,,2.0,0.4,2.4,3.2
148,Billy Knight,SF,26,TOT,79,2095,15.3,.586,,.354,4.8,13.0,8.9,10.5,1.4,0.2,18.9,22.2,,2.3,1.4,3.7,.085,,-0.4,-1.3,-1.7,0.1
148,Billy Knight,SF,26,BOS,40,1119,12.1,.556,,.335,4.0,13.2,8.6,8.4,1.2,0.1,20.5,22.0,,0.1,0.6,0.7,.029,,-2.3,-1.6,-3.9,-0.5
148,Billy Knight,SF,26,IND,39,976,19.0,.618,,.376,5.6,12.8,9.2,13.0,1.5,0.3,17.1,22.5,,2.2,0.8,3.0,.149,,1.8,-1.0,0.8,0.7
149,Toby Knight,SF,23,NYK,82,2667,15.3,.539,,.175,8.1,14.1,11.1,6.6,1.0,1.2,11.4,21.0,,3.7,2.0,5.7,.102,,0.5,-1.0,-0.5,1.0
150,Joel Kramer,PF,23,PHO,82,1401,11.3,.544,,.476,10.8,15.8,13.4,7.8,1.4,0.9,18.0,15.0,,1.4,1.6,3.0,.103,,-0.9,0.3,-0.6,0.5
151,John Kuester,PG,23,DEN,33,212,6.9,.387,,.269,2.5,3.9,3.2,21.4,3.8,0.2,25.6,14.2,,-0.3,0.3,0.0,.000,,-5.2,-0.5,-5.7,-0.2
152,Kevin Kunnert,C,27,SDC,81,1684,12.8,.487,,.170,12.7,23.2,18.0,8.3,1.2,3.5,20.8,15.3,,0.5,1.8,2.3,.066,,-1.6,1.4,-0.2,0.8
153,Mitch Kupchak,PF,24,WSB,66,1604,19.4,.588,,.438,9.7,17.4,13.6,7.5,0.6,0.7,12.8,22.3,,4.2,1.7,5.9,.178,,2.2,-1.2,1.0,1.2
154,Sam Lacey,C,30,KCK,82,2627,15.3,.544,,.324,7.2,22.2,14.5,20.1,1.8,3.0,23.5,15.2,,2.0,4.5,6.5,.119,,0.0,4.4,4.4,4.2
155,Tom LaGarde,C,23,SEA,23,575,15.6,.568,,.525,11.1,23.7,17.4,7.8,0.5,1.6,17.4,18.4,,0.8,0.9,1.7,.142,,-0.7,0.5,-0.1,0.3
156,John Lambert,PF,26,CLE,70,1030,10.9,.469,,.167,11.6,19.7,15.4,5.5,1.1,1.5,15.5,16.1,,0.2,0.8,0.9,.044,,-2.5,-0.8,-3.4,-0.4
157,Mark Landsberger,PF,23,CHI,80,1959,12.6,.483,,.332,16.4,25.0,20.7,4.7,0.6,0.6,18.2,16.7,,0.2,2.0,2.2,.054,,-2.3,-1.1,-3.4,-0.7
158,Bob Lanier*,C,30,DET,53,1835,21.7,.564,,.386,9.0,19.3,14.0,11.4,1.2,2.1,13.6,26.7,,4.0,1.9,5.9,.155,,2.5,0.1,2.6,2.1
159,Butch Lee,PG,22,TOT,82,1779,13.8,.513,,.363,1.9,6.0,3.9,22.8,2.3,0.0,17.3,19.8,,1.5,1.1,2.6,.069,,-0.6,-1.9,-2.5,-0.2
159,Butch Lee,PG,22,ATL,49,997,12.2,.516,,.374,1.1,5.4,3.2,23.0,2.6,0.1,20.8,18.3,,0.4,0.9,1.2,.060,,-1.4,-1.4,-2.9,-0.2
159,Butch Lee,PG,22,CLE,33,782,15.7,.511,,.352,2.9,6.7,4.7,22.5,1.8,0.0,13.5,21.8,,1.1,0.2,1.3,.081,,0.5,-2.6,-2.0,0.0
160,Ron Lee,PG,26,TOT,60,1346,10.7,.469,,.278,5.1,8.2,6.7,19.4,3.5,0.2,22.5,20.9,,-1.3,1.7,0.3,.012,,-2.7,0.6,-2.1,0.0
160,Ron Lee,PG,26,PHO,43,948,11.1,.490,,.272,5.0,8.2,6.6,17.6,3.2,0.2,21.3,22.1,,-0.6,1.2,0.6,.028,,-2.3,0.3,-2.0,0.0
160,Ron Lee,PG,26,NOJ,17,398,9.6,.406,,.298,5.3,8.1,6.8,23.5,4.2,0.2,25.9,18.1,,-0.7,0.5,-0.2,-0.027,,-3.7,1.2,-2.4,0.0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
161,Scott Lloyd,C,26,TOT,72,496,3.2,.389,,.385,10.8,10.3,10.6,8.2,0.9,0.9,26.3,15.6,,-0.9,0.3,-0.6,-0.058,,-5.7,-0.8,-6.5,-0.6
161,Scott Lloyd,C,26,SDC,5,31,-13.2,.000,,.000,3.4,6.9,5.1,0.0,1.5,0.0,80.0,12.2,,-0.2,0.0,-0.2,-0.363,,-15.1,-0.4,-15.5,-0.1
161,Scott Lloyd,C,26,CHI,67,465,4.3,.395,,.392,11.3,10.5,10.9,8.7,0.9,0.9,23.4,15.8,,-0.7,0.3,-0.4,-0.037,,-5.1,-0.8,-5.9,-0.5
162,John Long,SG,22,DET,82,2498,13.6,.498,,.153,5.1,6.0,5.5,6.9,1.8,0.4,9.4,22.3,,2.2,1.4,3.6,.070,,-0.2,-1.5,-1.7,0.2
163,John Lucas,PG,25,GSW,82,3095,16.9,.514,,.280,2.2,6.4,4.3,33.0,2.3,0.2,16.5,20.2,,4.7,3.2,7.9,.122,,1.4,-0.6,0.8,2.2
164,Maurice Lucas,PF,26,POR,69,2462,18.4,.517,,.286,8.6,24.0,16.2,13.1,1.2,1.8,14.6,25.5,,2.9,3.3,6.2,.121,,0.3,0.4,0.7,1.7
165,Moses Malone*,C,23,HOU,82,3390,23.7,.604,,.612,19.2,27.1,23.2,5.9,1.1,1.8,16.2,23.4,,10.6,3.5,14.1,.200,,4.3,-0.3,4.0,5.1
166,Pete Maravich*,SG,31,NOJ,49,1824,13.4,.478,,.268,1.8,4.6,3.2,20.4,1.5,0.5,14.7,28.4,,-0.5,0.7,0.1,.004,,-1.5,-3.0,-4.5,-1.1
167,Cedric Maxwell,SF,23,BOS,80,2969,19.9,.676,,.886,10.1,19.6,14.8,10.4,1.5,1.3,19.6,18.4,,8.9,2.7,11.7,.188,,3.5,1.0,4.5,4.9
168,Scott May,SF,24,CHI,37,403,8.4,.482,,.294,3.8,13.5,8.7,13.2,2.5,0.1,24.9,20.3,,-0.6,0.4,-0.1,-0.015,,-5.0,-0.2,-5.2,-0.3
169,Bob McAdoo*,PF-C,27,TOT,60,2231,20.4,.561,,.399,6.3,19.1,12.7,11.5,1.5,1.6,14.1,27.1,,3.5,2.3,5.8,.125,,1.5,-0.2,1.3,1.8
169,Bob McAdoo*,PF,27,NYK,40,1594,21.5,.572,,.422,6.3,19.4,12.8,12.2,1.8,1.6,14.0,26.9,,3.0,1.8,4.8,.146,,2.4,0.4,2.8,1.9
169,Bob McAdoo*,C,27,BOS,20,637,17.5,.534,,.344,6.2,18.4,12.3,9.9,0.8,1.6,14.3,27.5,,0.5,0.5,1.0,.073,,-0.8,-1.8,-2.5,-0.1
170,Ted McClain,SG,32,PHO,36,465,10.1,.545,,.348,6.1,10.3,8.2,15.4,1.8,0.0,26.2,17.1,,0.0,0.4,0.5,.049,,-2.5,-0.5,-3.0,-0.1
171,Jim McElroy,PG,25,NOJ,79,2698,16.2,.536,,.310,2.3,5.4,3.9,24.2,2.4,0.9,16.0,21.0,,3.1,1.8,4.9,.088,,0.7,-1.1,-0.3,1.2
172,George McGinnis,PF,28,DEN,76,2552,20.6,.533,,.601,10.6,24.6,17.7,16.9,2.3,1.1,17.7,29.5,,2.8,4.4,7.1,.134,,1.5,1.4,2.9,3.2
173,Billy McKinney,PG,23,KCK,78,1242,15.6,.555,,.340,1.7,5.8,3.7,27.0,2.1,0.1,18.4,20.8,,1.7,1.2,3.0,.114,,-0.1,-2.0,-2.1,0.0
174,Tom McMillen,C,26,ATL,82,1392,12.6,.518,,.239,9.8,16.3,12.9,6.9,0.5,1.3,13.7,18.1,,1.7,1.2,2.9,.100,,-0.8,-1.1,-1.9,0.0
175,Jim McMillian,SF,30,POR,23,278,11.9,.499,,.284,6.3,9.3,7.8,15.3,1.7,0.6,16.1,14.1,,0.3,0.2,0.5,.086,,-1.3,-0.7,-2.0,0.0
176,Larry McNeill,PF,28,DET,11,46,16.5,.574,,.600,6.6,16.4,11.3,8.8,0.0,0.0,13.7,24.2,,0.1,0.0,0.1,.148,,-0.9,-4.1,-5.0,0.0
177,John Mengelt,SG,29,CHI,75,1705,13.2,.537,,.264,1.6,5.9,3.8,16.1,1.3,0.1,13.5,20.9,,2.1,0.9,3.0,.084,,-0.9,-2.5,-3.4,-0.6
178,Joe Meriweather,C,25,TOT,77,1693,11.4,.524,,.374,8.8,16.0,12.5,6.0,1.1,2.8,18.3,16.3,,0.6,1.7,2.3,.064,,-2.3,0.6,-1.7,0.1
178,Joe Meriweather,C,25,NOJ,36,640,11.8,.495,,.417,9.8,18.1,14.1,6.4,1.2,3.1,16.9,15.9,,0.1,0.7,0.9,.066,,-2.9,0.7,-2.3,0.0
178,Joe Meriweather,C,25,NYK,41,1053,11.2,.542,,.348,8.2,14.8,11.5,5.9,1.0,2.7,19.1,16.6,,0.4,0.9,1.4,.063,,-1.9,0.6,-1.4,0.2
179,Mike Mitchell,SF,23,CLE,80,1576,16.8,.545,,.252,8.3,14.9,11.4,5.7,1.5,1.0,11.5,22.4,,2.6,1.0,3.6,.111,,0.4,-2.1,-1.8,0.1
180,Steve Mix,SF,31,PHI,74,1269,19.4,.594,,.408,9.3,14.5,12.0,13.7,2.0,0.7,14.7,20.9,,3.0,1.9,4.9,.186,,2.0,0.2,2.2,1.4
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
181,Eric Money,PG,23,TOT,70,1979,14.4,.530,,.265,3.6,5.0,4.3,25.4,1.9,0.3,19.1,23.6,,0.9,1.8,2.7,.065,,0.0,-1.7,-1.7,0.1
181,Eric Money,PG,23,NJN,47,1434,15.4,.519,,.271,3.9,5.4,4.6,26.7,2.3,0.4,18.0,24.1,,0.8,1.4,2.1,.072,,0.5,-1.3,-0.8,0.4
181,Eric Money,PG,23,PHI,23,545,11.8,.565,,.249,3.0,4.0,3.5,21.9,1.1,0.2,22.3,22.1,,0.1,0.4,0.5,.048,,-1.4,-2.7,-4.2,-0.3
182,Earl Monroe*,SG,34,NYK,64,1393,15.4,.513,,.220,2.0,3.7,2.9,19.6,1.6,0.2,11.3,24.3,,1.9,0.5,2.5,.085,,0.1,-3.5,-3.4,-0.5
183,Glenn Mosley,PF,23,SAS,26,221,12.2,.463,,.507,13.4,17.0,15.2,10.1,1.6,2.3,17.9,19.1,,0.0,0.3,0.3,.068,,-2.1,0.4,-1.7,0.0
184,Calvin Murphy*,PG,30,HOU,82,2941,16.1,.539,,.186,2.9,3.5,3.2,17.0,1.8,0.1,10.8,23.2,,6.1,0.7,6.8,.112,,2.2,-2.2,0.0,1.5
185,Bob Nash,SF,28,KCK,82,1307,9.6,.467,,.165,6.2,11.1,8.6,7.0,1.0,0.6,12.8,18.9,,-0.1,1.2,1.1,.042,,-2.9,-1.1,-4.0,-0.7
186,Swen Nater,C,29,SDC,79,2006,16.9,.605,,.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,,3.9,1.6,5.5,.133,,1.1,-0.4,0.7,1.4
187,Lloyd Neal,PF,28,POR,4,48,-0.6,.393,,.091,4.6,16.4,10.4,2.6,0.0,1.2,34.4,14.3,,-0.1,0.0,-0.1,-0.112,,-9.4,-1.8,-11.2,-0.1
188,Mike Newlin,SG,30,HOU,76,1828,12.9,.565,,.418,3.1,7.0,5.1,20.2,1.3,0.3,20.3,18.6,,2.4,0.5,2.9,.076,,0.1,-1.7,-1.6,0.2
189,Norm Nixon,PG,23,LAL,82,3145,18.2,.567,,.178,1.8,6.0,4.0,30.5,2.9,0.3,15.7,18.7,,6.5,3.1,9.6,.146,,2.5,-0.6,1.9,3.1
190,Connie Norman,SG,25,SDC,22,323,11.9,.460,,.139,4.3,6.3,5.3,10.3,1.4,0.5,11.2,23.1,,0.2,0.1,0.2,.032,,-2.1,-3.6,-5.6,-0.3
191,Mark Olberding,PF,22,SAS,80,1885,12.4,.556,,.526,5.6,17.9,12.0,13.1,1.2,0.5,19.4,16.9,,2.0,2.2,4.2,.106,,-0.8,0.4,-0.4,0.8
192,John Olive,SF,23,SDC,34,189,2.0,.439,,.575,1.7,9.0,5.3,1.8,1.0,0.0,20.6,12.7,,-0.2,0.0,-0.2,-0.038,,-6.0,-2.6,-8.6,-0.3
193,Tom Owens,C,29,POR,82,2791,19.9,.597,,.368,10.3,19.2,14.7,15.9,1.0,1.2,16.3,21.5,,7.4,3.0,10.4,.179,,3.5,0.3,3.9,4.1
194,Robert Parish*,C,25,GSW,76,2411,20.8,.529,,.253,11.7,29.2,20.4,6.9,1.9,4.9,15.9,24.6,,1.8,5.4,7.1,.142,,-0.8,2.9,2.0,2.5
195,Sonny Parker,SF,23,GSW,79,2893,15.5,.537,,.218,6.1,10.5,8.2,13.6,2.3,0.6,14.7,18.3,,3.5,3.5,7.0,.116,,1.2,1.7,2.9,3.6
196,Billy Paultz,C,30,SAS,79,2122,15.5,.541,,.256,8.7,21.8,15.5,10.5,0.7,2.9,15.7,17.8,,2.1,2.9,5.1,.114,,-0.4,1.4,1.0,1.6
197,Roger Phegley,SG,22,WSB,29,153,9.8,.441,,.372,3.4,11.1,7.3,12.5,1.5,0.6,15.8,26.9,,-0.2,0.2,0.0,.001,,-4.6,-2.1,-6.7,-0.2
198,Stan Pietkiewicz,SG,22,SDC,4,32,1.6,.225,,.250,0.0,20.0,10.0,10.3,1.4,0.0,10.1,11.7,,-0.1,0.0,0.0,-0.060,,-7.7,-0.8,-8.5,-0.1
199,Ben Poquette,PF,23,DET,76,1337,13.1,.481,,.306,7.5,19.1,13.1,5.4,1.3,3.8,11.0,16.8,,0.9,1.6,2.5,.091,,-2.7,1.1,-1.6,0.1
200,Kevin Porter,PG,28,DET,82,3064,17.2,.513,,.240,2.0,5.2,3.5,47.0,2.3,0.1,21.5,19.4,,4.3,1.9,6.2,.097,,1.2,-3.0,-1.8,0.2
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
201,Jim Price,PG,29,LAL,75,1207,12.3,.524,,.230,2.5,8.3,5.5,21.9,2.5,0.5,20.9,15.9,,0.5,1.2,1.8,.070,,-1.6,-0.4,-2.0,0.0
202,Wayne Radford,SG,22,IND,52,649,9.7,.518,,.257,4.0,6.8,5.4,11.3,2.1,0.1,18.8,14.4,,0.2,0.5,0.7,.049,,-2.4,-0.6,-2.9,-0.2
203,Clifford Ray,C,30,GSW,82,1917,12.5,.543,,.433,11.9,22.3,17.0,8.9,1.2,1.4,22.6,14.3,,1.0,2.8,3.8,.095,,-1.2,2.0,0.8,1.3
204,Marlon Redmond,SG,23,TOT,53,759,10.6,.436,,.129,8.0,7.6,7.8,10.5,1.7,1.2,12.2,23.6,,-0.5,0.8,0.3,.017,,-2.6,-1.1,-3.7,-0.3
204,Marlon Redmond,SG,23,KCK,49,736,11.3,.447,,.133,8.2,7.7,8.0,10.6,1.7,1.2,12.4,23.7,,-0.3,0.8,0.4,.029,,-2.2,-0.9,-3.1,-0.2
204,Marlon Redmond,SG,23,PHI,4,23,-13.4,.083,,.000,0.0,4.3,2.3,5.0,0.0,0.0,7.7,22.0,,-0.2,0.0,-0.2,-0.369,,-16.7,-4.8,-21.6,-0.1
205,Robert Reid,SF,23,HOU,82,2259,13.9,.521,,.239,6.3,16.8,11.6,13.2,1.5,1.1,13.2,17.3,,2.9,1.7,4.5,.096,,0.5,0.8,1.3,1.9
206,Kevin Restani,PF,27,MIL,81,1598,12.1,.512,,.138,9.8,16.9,13.3,9.3,0.8,0.9,14.6,16.0,,1.3,1.3,2.6,.078,,-0.9,-0.3,-1.2,0.3
207,Micheal Ray Richardson,PG,23,NYK,72,1218,12.4,.435,,.265,6.9,13.8,10.3,22.9,3.8,0.8,20.7,21.9,,-1.4,1.7,0.3,.013,,-2.2,1.7,-0.5,0.5
208,Anthony Roberts,SF,23,DEN,63,1236,11.2,.456,,.221,9.0,12.7,10.9,12.0,0.7,0.1,10.6,19.1,,0.8,1.0,1.7,.067,,-1.4,-1.6,-2.9,-0.3
209,Tony Robertson,SG,23,GSW,12,74,10.7,.409,,.225,8.7,5.8,7.3,7.6,5.1,0.0,15.4,28.4,,-0.2,0.1,0.0,-0.027,,-4.3,-0.2,-4.5,0.0
210,Rick Robey,C,23,TOT,79,1763,14.5,.530,,.333,10.2,21.0,15.6,10.5,1.2,0.4,17.5,20.7,,1.4,1.7,3.1,.085,,-0.9,-0.6,-1.5,0.2
210,Rick Robey,C,23,IND,43,849,13.4,.531,,.410,9.7,21.1,15.4,8.4,1.3,0.7,20.4,20.1,,0.3,1.0,1.3,.072,,-2.1,-0.4,-2.5,-0.1
210,Rick Robey,C,23,BOS,36,914,15.5,.529,,.272,10.6,20.9,15.7,12.4,1.1,0.2,15.1,21.3,,1.1,0.7,1.8,.097,,0.2,-0.8,-0.6,0.3
211,Jackie Robinson,SF,23,SEA,12,105,13.6,.483,,.366,9.0,10.0,9.5,17.5,2.2,0.5,18.8,21.9,,0.0,0.2,0.1,.065,,-1.5,0.0,-1.5,0.0
212,Truck Robinson,PF,27,TOT,69,2537,16.9,.537,,.401,8.0,23.6,16.0,6.4,0.8,1.5,14.7,23.9,,2.1,3.0,5.1,.096,,-1.2,-1.0,-2.2,-0.1
212,Truck Robinson,PF,27,NOJ,43,1781,18.0,.537,,.414,7.9,23.3,15.8,6.2,0.7,1.7,12.9,23.8,,2.2,2.0,4.1,.111,,-0.5,-1.0,-1.5,0.2
212,Truck Robinson,PF,27,PHO,26,756,14.2,.539,,.369,8.4,24.4,16.5,6.9,1.0,0.8,18.9,24.3,,0.0,1.0,1.0,.061,,-2.7,-1.1,-3.8,-0.3
213,Bill Robinzine,PF,26,KCK,82,2179,16.4,.581,,.294,10.6,21.5,15.9,6.5,2.2,0.4,15.9,19.8,,3.4,3.4,6.9,.151,,1.0,0.7,1.7,2.0
